ProductKey,Product Code,Product Name,Manufacturer,Brand,Subcategory,Category,Color
823,0308081,Contoso Connectivity Starter Kit Smart Buy M680 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
824,0308082,Contoso 90W AC/DC Power Adapter E300 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
825,0308083,Contoso Reserve Pen - Tablet Pen E200 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
826,0308084,Contoso USB Data Link - direct connect adapter E600 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
827,0308085,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
828,0308086,Contoso Digital camera accessory kit M200 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
829,0308087,Contoso Leather Case - case for digital photo camera X20 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
830,0308088,Contoso Lens cap E80 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
831,0308089,Contoso Battery charger - bike E200 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
832,0308090,Contoso USB Optical Mouse E200 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
833,0308091,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
834,0308092,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
835,0308093,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
836,0308094,Contoso USB Wave Multi-Media Keyboard E280 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
837,0308095,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
838,0308096,Contoso USB Optical Mouse E200 Gold,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Gold
839,0308097,Contoso USB Wave Multi-Media Keyboard M901 Gold,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Gold
840,0308098,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Gold
841,0308099,Contoso Reserve Pen - Tablet Pen E200 Gold,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Gold
842,0308100,Contoso Bright Light battery E20 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
843,0308101,Contoso Bright Light battery E20 blue,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Blue
844,0308102,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Pink
845,0308103,Contoso Bright Light battery E20 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
846,0308104,Contoso Ultraportable Neoprene Sleeve E30 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
847,0308105,Contoso Ultraportable Neoprene Sleeve E30 Pink,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Pink
848,0308106,Contoso Ultraportable Neoprene Sleeve E30 Yellow,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Yellow
849,0308107,Contoso Ultraportable Neoprene Sleeve E30 Green,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Green
850,0308108,Contoso Laptop Keyboard X105 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
851,0308109,Contoso Laptop Keyboard X105 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
852,0308110,Contoso Laptop Keyboard X105 Brown,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Brown
853,0308111,Contoso Laptop Keyboard X105 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Silver
854,0308112,Contoso Multimedia Speakers M25 Brown,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Brown
855,0308113,Contoso Multimedia Speakers M25 Blue,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Blue
856,0308114,Contoso Multimedia Speakers M25 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
857,0308115,Contoso Multimedia Speakers M25 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
858,0308116,Contoso Wireless Notebook Optical Mouse M35 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
859,0308117,Contoso Wireless Notebook Optical Mouse M35 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
860,0308118,Contoso Wireless Notebook Optical Mouse M35 Blue,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Blue
861,0308119,Contoso Wireless Notebook Optical Mouse M35 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Silver
862,0308120,Contoso Wireless Notebook Optical Mouse M35 Orange,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Orange
863,0308121,Contoso Optical USB Mouse M45 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
864,0308122,Contoso Optical USB Mouse M45 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
865,0308123,Contoso Optical USB Mouse M45 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
866,0308124,Contoso Wireless Laser Mouse M55 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
867,0308125,Contoso Wireless Laser Mouse M55 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
868,0308126,Contoso Wireless Laser Mouse M55 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
869,0308127,Contoso Wireless Laser Mouse M55 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Silver
870,0308128,Contoso Wireless Laser Mouse E50 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
871,0308129,Contoso Wireless Laser Mouse E50 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
872,0308130,Contoso Wireless Laser Mouse E50 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Silver
873,0308131,Contoso Wireless Laser Mouse E50 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
874,0308132,Contoso Wireless Notebook Optical Mouse X205 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
875,0308133,Contoso Wireless Notebook Optical Mouse X205 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
876,0308134,Contoso Wireless Notebook Optical Mouse X205 Blue,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Blue
877,0308135,Contoso Wireless Notebook Optical Mouse X205 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Silver
878,0308136,Contoso Wireless Notebook Optical Mouse X205 Orange,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Orange
879,0308137,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
880,0308138,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
881,0308139,Contoso Optical Wheel OEM PS/2 Mouse E60 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
882,0308140,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Silver
883,0308141,Contoso Bluetooth Notebook Mouse X305 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
884,0308142,Contoso Bluetooth Notebook Mouse X305 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
885,0308143,Contoso Bluetooth Notebook Mouse X305 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Silver
886,0308144,Contoso Bluetooth Notebook Mouse X305 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
887,0308145,Contoso Bluetooth Notebook Mouse E70 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Black
888,0308146,Contoso Bluetooth Notebook Mouse E70 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,White
889,0308147,Contoso Bluetooth Notebook Mouse E70 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Silver
890,0308148,Contoso Bluetooth Notebook Mouse E70 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Grey
2,0101002,Contoso 512MB MP3 Player E51 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Blue
5,0101005,Contoso 2G MP3 Player E200 Red,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Red
7,0101007,Contoso 2G MP3 Player E200 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Blue
10,0101010,Contoso 4G MP3 Player E400 Green,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Green
11,0101011,Contoso 4G MP3 Player E400 Orange,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Orange
12,0101012,Contoso 4GB Flash MP3 Player E401 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Blue
17,0101017,Contoso 8GB Super-Slim MP3/Video Player M800 Red,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Red
18,0101018,Contoso 8GB Super-Slim MP3/Video Player M800 Green,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Green
19,0101019,Contoso 8GB Super-Slim MP3/Video Player M800 Pink,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Pink
21,0101021,Contoso 8GB MP3 Player new model M820 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Blue
22,0101022,Contoso 8GB MP3 Player new model M820 Yellow,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Yellow
24,0101024,Contoso 16GB Mp5 Player M1600 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Blue
26,0101026,Contoso 16GB Mp5 Player M1600 Green,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Green
28,0101028,Contoso 16GB Mp5 Player M1600 Red,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Red
30,0101030,Contoso 32GB Video MP3 Player M3200 Red,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Red
31,0101031,Contoso 32GB Video MP3 Player M3200 Orange,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Orange
32,0101032,Contoso 32GB Video MP3 Player M3200 Pink,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Pink
36,0101036,Contoso 4GB Portable MP3 Player M450 Yellow,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Yellow
39,0101039,Contoso 8GB Clock & Radio MP3 Player X850 Green,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Green
40,0101040,Contoso 8GB Clock & Radio MP3 Player X850 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Blue
44,0101044,Contoso 16GB New Generation MP5 Player M1650 blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Blue
45,0101045,Contoso 16GB New Generation MP5 Player M1650 Pink,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Pink
279,0203088,Contoso Home Theater System 2.1 Channel E1200 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
280,0203089,Contoso Home Theater System 2.1 Channel M1210 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
281,0203090,Contoso Home Theater System 7.1 Channel M1700 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
282,0203091,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
283,0203092,Contoso Home Theater System 5.1 Channel M1500 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
284,0203093,Contoso Home Theater System 5.1 Channel M1510 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
285,0203094,Contoso Home Theater System 4.1 Channel M1410 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
286,0203095,Contoso Home Theater System 5.1 Channel M1520 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
287,0203096,Contoso Home Theater System 5.1 Channel M1530 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
288,0203097,Contoso Home Theater System 2.1 Channel E1220 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
289,0203098,Contoso Home Theater System 5.1 Channel M1540 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
290,0203099,Contoso Home Theater System 4.1 Channel M1420 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
291,0203100,Contoso Home Theater System 2.1 Channel M1230 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Brown
1084,0402041,Contoso SLR Camera X143 Grey,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Grey
1085,0402042,"Contoso SLR Camera 35"" X358 Grey","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Grey
1086,0402043,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Grey
1087,0402044,"Contoso SLR Camera 35"" M358 Grey","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Grey
1088,0402045,Contoso SLR Camera X144 Silver Grey,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Silver Grey
1089,0402046,"Contoso SLR Camera 35"" X358 Silver Grey","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Silver Grey
1090,0402047,Contoso SLR Camera M144 Silver Grey,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Silver Grey
1091,0402048,"Contoso SLR Camera 35"" M358 Silver Grey","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Silver Grey
1092,0402049,Contoso SLR Camera X144 Gold,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Gold
1093,0402050,"Contoso SLR Camera 35"" X358 Gold","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Gold
1094,0402051,Contoso SLR Camera M144 Gold,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Gold
1095,0402052,"Contoso SLR Camera 35"" M358 Gold","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Gold
1096,0402053,Contoso SLR Camera X145 Pink,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Pink
1097,0402054,"Contoso SLR Camera 35"" X358 Pink","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Pink
1098,0402055,Contoso SLR Camera M145 Pink,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Pink
1099,0402056,"Contoso SLR Camera 35"" M358 Pink","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Pink
1100,0402057,Contoso SLR Camera X145 Blue,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Blue
1101,0402058,"Contoso SLR Camera 35"" X358 Blue","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Blue
1102,0402059,Contoso SLR Camera M145 Blue,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Blue
1103,0402060,"Contoso SLR Camera 35"" M358 Blue","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Blue
1104,0402061,Contoso SLR Camera X146 Orange,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Orange
1105,0402062,"Contoso SLR Camera 35"" X358 Orange","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Orange
1106,0402063,Contoso SLR Camera M146 Orange,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Orange
1107,0402064,"Contoso SLR Camera 35"" M358 Orange","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders,Orange
1256,0406010,Contoso General Carrying Case E304 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Blue
1257,0406011,Contoso Cyber Shot Digital Cameras Adapter E306 Pink,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Pink
1258,0406012,Contoso Cyber Shot Digital Cameras Adapter E306 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Blue
1267,0406021,Contoso Carrying Case E312 Pink,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Pink
1269,0406023,Contoso Carrying Case E312 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Blue
1270,0406024,Contoso Lens Cap Keeper E314 Pink,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Pink
1271,0406025,Contoso Lens Cap Keeper E314 Yellow,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Yellow
1276,0406030,Contoso Digital Cameras Lightweight Tripod E316 Pink,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Pink
1278,0406032,Contoso General Soft Carrying Case E318 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Blue
1282,0406036,Contoso Mini Battery Charger Kit E320 Red,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Red
1289,0406043,Contoso Genuine Leather Grip Belt E322 Grey,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Grey
1298,0406052,Contoso USB Cable M250 Yellow,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Yellow
1299,0406053,Contoso USB Cable M250 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Blue
1303,0406057,Contoso Telephoto Conversion Lens M350 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Blue
1307,0406061,Contoso Lens Adapter M450 Grey,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders,Grey
